Policy_document_id,Title,"Translated title","Document type","Source title","Source country","Source state","Source sector","Source organisation type","Source function",Published_on,"Policy citations (excl. same source)","Policy citations (inc. same source)","Document URL","Overton URL","Source specific tags","Your tags","Top topics",Languages,"Policy authors","Related to SDGs","Document theme"
unitednations-6aad9a84ba8322bb7dd2be0b218b7981,"Climate change 2014 :impacts, adaptation, and vulnerability.",,Publication,"United Nations",IGO,,"Public Sector",IGO,"International Body|OVSEP|Top-Level Authority|OVSEP|IGO Department or Agency|OVSEP|Mixed Roles|OVSEP|Policy Centre",2014-01-01,24,24,https://digitallibrary.un.org/record/3893056?ln=en,https://app.overton.io/document.php?policy_document_id=unitednations-6aad9a84ba8322bb7dd2be0b218b7981,"CLIMATE CHANGE|GOVERNMENT POLICY|INTERNATIONAL COOPERATION",,"Agriculture|Antarctic ice sheet|Antarctica",eng,"Field, Christopher B.|Barros, Vicente R.","SDG 13: Climate Action","Climate Change Impacts, Adaptation, and Vulnerability"
wellesleyinstitute-f5df32081e82e537da9e9ff797028f0d,"The Spatial Trap: Exploring Equitable Access To Public Transit",,Publication,"Wellesley Institute",Canada,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2013-10-30,2,2,https://www.wellesleyinstitute.com/publications/the-spatial-trap-exploring-equitable-access-to-public-transit/,https://app.overton.io/document.php?policy_document_id=wellesleyinstitute-f5df32081e82e537da9e9ff797028f0d,,,"Accessibility|Air pollution|Attention",eng,,"SDG 11: Sustainable Cities and Communities","Public transit and health equity"
pblnl-ec36d2f4aad034e12936125573b11bfb,"Rocketing rents - The magnitude and attenuation of agglomeration economies in the commercial property market",,Publication,"PBL Netherlands Environmental Assessment Agency",Netherlands,,"Public Sector",Government,"National Body|OVSEP|Government Agency|OVSEP|Research Centre|OVSEP|Policy Centre|OVSEP|Public Data Body or Statistics",2013-05-27,1,1,https://www.pbl.nl/en/publications/rocketing-rents-the-magnitude-and-attenuation-of-agglomeration-economies-in-the-commercial-property-market,https://app.overton.io/document.php?policy_document_id=pblnl-ec36d2f4aad034e12936125573b11bfb,,,"Confidence interval|Correlation and dependence|Cross-validation (statistics)",eng,,,"Agglomeration economies and their impact on commercial property values"
pblnl-79774d5f5fc97a4f4358fbda172704d9,"A hedonic price analysis of the value of industrial sites",,Publication,"PBL Netherlands Environmental Assessment Agency",Netherlands,,"Public Sector",Government,"National Body|OVSEP|Government Agency|OVSEP|Research Centre|OVSEP|Policy Centre|OVSEP|Public Data Body or Statistics",2013-03-11,0,0,https://www.pbl.nl/en/publications/a-hedonic-price-analysis-of-the-value-of-industrial-sites,https://app.overton.io/document.php?policy_document_id=pblnl-79774d5f5fc97a4f4358fbda172704d9,,,"Accessibility|Categorical variable|Controlled-access highway",eng,,,"Hedonic price analysis of industrial sites"
jointresearcheu-2981d35a6c458dcd3db15fb23e9c650c,"The Calibration of Traffic Simulation Models : Report on the assessment of different Goodness of Fit measures and Optimization Algorithms MULTITUDE Project – COST Action TU0903",,Publication,"Joint Research Centre",EU,,"Public Sector",Government,"International Body|OVSEP|IGO Department or Agency|OVSEP|Research Centre|OVSEP|Policy Centre|OVSEP|Commission",2012-03-22,0,0,https://publications.jrc.ec.europa.eu/repository/handle/JRC68403,https://app.overton.io/document.php?policy_document_id=jointresearcheu-2981d35a6c458dcd3db15fb23e9c650c,"Energy and transport|Environment and climate change",,"Algorithm|Analysis|Applied mathematics",eng,"CIUFFO Biagio|PUNZO Vincenzo|MONTANINO Marcello",,"Calibration of traffic simulation models"
governmentofcanada-6861b388eb03d06040670ba3cedd411c,"Canada's aging population and public policy. 7, The effects on community planning / Havi Echenberg. : YM32-5/2012-02E-PDF Publications - Canada.ca",,Publication,"Government of Canada",Canada,,"Public Sector",Government,"National Body|OVSEP|Mixed Roles|OVSEP|Public Service",2012-01-01,0,0,http://publications.gc.ca/site/eng/9.573711/publication.html,https://app.overton.io/document.php?policy_document_id=governmentofcanada-6861b388eb03d06040670ba3cedd411c,,,Accessibility|Ageing|Canada,eng,"Canada Parliamentary Information and Research Service.","SDG 11: Sustainable Cities and Communities","Canada's aging population and community planning"
oecddiscovery-fab0502404699254de0576fcb4c735f4,"The Future of Families to 2030",,Publication,OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2011-12-22,63,100,https://dx.doi.org/https://doi.org/10.1787/9789264168367-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-fab0502404699254de0576fcb4c735f4,,,Adolescence|Adoption|Ageing,eng,,"SDG 1: No Poverty","The Future of Families to 2030"
moturesearch-80c765da0ddf332dc959faa45fb22bc0,,,"Working paper",Motu,"New Zealand",,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2011-12-14,2,13,https://www.motu.nz/our-research/environment-and-resources/lurnz/rural-land-use-and-land-tenure-in-new-zealand/,https://app.overton.io/document.php?policy_document_id=moturesearch-80c765da0ddf332dc959faa45fb22bc0,,,"Agriculture|Autocorrelation|Coefficient of determination",eng,,"SDG 1: No Poverty|SDG 15: Life on Land","Rural land use and land tenure in New Zealand"
moturesearch-06e3b9ae7a572d6ec29a3bd55acbf4b8,"Rural Land Use and Land Tenure in New Zealand",,"Working paper",Motu,"New Zealand",,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2011-12-14,3,10,https://www.motu.nz/our-research/environment-and-resources/env-modelling/rural-land-use-and-land-tenure-in-new-zealand/,https://app.overton.io/document.php?policy_document_id=moturesearch-06e3b9ae7a572d6ec29a3bd55acbf4b8,,,"Agriculture|Autocorrelation|Coefficient of determination",eng,,"SDG 1: No Poverty","Rural land use and land tenure in New Zealand"
moturesearch-f5d1fc09dc43fa6b3f1005d6a3e043d1,"Rural Land Use and Land Tenure in New Zealand",,"Working paper",Motu,"New Zealand",,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2011-12-14,0,1,https://www.motu.nz/our-research/environment-and-resources/env-modelling/rural-land-use-and-land-tenure-in-new-zealand,https://app.overton.io/document.php?policy_document_id=moturesearch-f5d1fc09dc43fa6b3f1005d6a3e043d1,,,"Agriculture|Autocorrelation|Coefficient of determination",eng,,"SDG 1: No Poverty","Land use and land tenure in New Zealand"
vtise-fd2424206c944975d335cbddd105ada2,"A long term analysis of the mechanisms underlying childrens activity-travel engagements in the Osaka metropolitan area",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2011-12-12,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=932&pid=diva2%3A669346&c=4234&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-fd2424206c944975d335cbddd105ada2,,,"Behavior|Branches of science|Child",eng,,,"Children's travel behavior and activity-travel engagements"
vtise-629d36a8b5026232706d4129739d5d13,"A long term analysis of the mechanisms underlying childrens activity-travel engagements in the Osaka metropolitan area",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2011-12-12,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-3417&pid=diva2%3A669346&c=4372&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-629d36a8b5026232706d4129739d5d13,,,"Behavior|Branches of science|Child",eng,,,"Children's activity and travel engagements in the Osaka metropolitan area"
vtise-831c64b78c44a6b9da762e0a8be1a335,"A long term analysis of the mechanisms underlying childrens activity-travel engagements in the Osaka metropolitan area",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2011-12-12,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=5742&pid=diva2%3A669346&c=4252&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-831c64b78c44a6b9da762e0a8be1a335,,,"Behavior|Branches of science|Child",eng,,,"Children's activity and travel engagements in the Osaka metropolitan area"
vtise-8b6a0303f72f6b59c714216259d8884e,"A long term analysis of the mechanisms underlying childrens activity-travel engagements in the Osaka metropolitan area",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2011-12-12,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-6094&pid=diva2%3A669346&c=4318&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-8b6a0303f72f6b59c714216259d8884e,,,"Behavior|Branches of science|Child",eng,,,"Children's activity-travel engagements in the Osaka metropolitan area"
vtise-a2d7d5f89b63bf409b0f0638f5b78b0a,"A long term analysis of the mechanisms underlying childrens activity-travel engagements in the Osaka metropolitan area",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2011-12-12,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=4798&pid=diva2%3A669346&c=3642&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-a2d7d5f89b63bf409b0f0638f5b78b0a,,,"Behavior|Branches of science|Child",eng,,,"Children's activity and travel engagements in the Osaka metropolitan area"
vtise-fff78cbdb22d165e36936bbbb3fb30bb,"A long term analysis of the mechanisms underlying childrens activity-travel engagements in the Osaka metropolitan area",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2011-12-12,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=761&pid=diva2%3A669346&c=3560&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-fff78cbdb22d165e36936bbbb3fb30bb,,,"Behavior|Branches of science|Child",eng,,,"Children's activity and travel engagements in the Osaka metropolitan area"
vtise-418203d15f3a9c95b59bd0ddf8ebb208,"A long term analysis of the mechanisms underlying childrens activity-travel engagements in the Osaka metropolitan area",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2011-12-12,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-1416&pid=diva2%3A669346&c=4317&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-418203d15f3a9c95b59bd0ddf8ebb208,,,"Behavior|Branches of science|Child",eng,,,"Children's travel behaviour in the Osaka metropolitan area"
vtise-901962bd47865d7557244ce849619f93,"A long term analysis of the mechanisms underlying childrens activity-travel engagements in the Osaka metropolitan area",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2011-12-12,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-5485&pid=diva2%3A669346&c=4458&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-901962bd47865d7557244ce849619f93,,,"Behavior|Branches of science|Child",eng,,,"Children's travel behaviour and activity engagements"
oecddiscovery-867ba7cb6499618655337d4e2f8cc369,"Comment va la vie ?","How&#39;s life ?",Publication,OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2011-10-12,7,48,https://dx.doi.org/10.1787/9789264121195-fr,https://app.overton.io/document.php?policy_document_id=oecddiscovery-867ba7cb6499618655337d4e2f8cc369,,,"Gross domestic product|Sustainable development|Quality of life",fre,,,"Measuring well-being and happiness across different countries"
oecddiscovery-f559848ac3158bde5887882875391784,"How's Life?",,Publication,OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2011-10-12,119,269,https://dx.doi.org/10.1787/9789264121164-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-f559848ac3158bde5887882875391784,,,"Consumption (economics)|Economic growth|Economic inequality",eng,,"SDG 17: Partnerships for the Goals","Measuring well-being and progress"
oecddiscovery-867ba7cb6499618655337d4e2f8cc369,"Comment va la vie ?","How&#39;s life?",Publication,OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2011-10-12,7,49,https://dx.doi.org/10.1787/9789264121195-fr,https://app.overton.io/document.php?policy_document_id=oecddiscovery-867ba7cb6499618655337d4e2f8cc369,,,"Capital (economics)|Commission on the Measurement of Economic Performance and Social Progress|Consumption (economics)",fre,,"SDG 17: Partnerships for the Goals","Measuring well-being and promoting a more comprehensive approach to progress"
oecddiscovery-9b6a00f44ecd0ccce66692125ec4e749,"A Delicate Balance: Mobility and Access Needs, Expectations and Costs",,"Working paper",OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2011-04-01,1,3,https://dx.doi.org/10.1787/5kg9mq4hk6jg-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-9b6a00f44ecd0ccce66692125ec4e749,,,"International Transport Forum|Economic growth|Public transport",eng,"David Metz",,"Mobility and access needs, expectations, and costs"
oecddiscovery-9b6a00f44ecd0ccce66692125ec4e749,"A Delicate Balance: Mobility and Access Needs, Expectations and Costs",,"Working paper",OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2011-04-01,1,3,https://dx.doi.org/10.1787/5kg9mq4hk6jg-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-9b6a00f44ecd0ccce66692125ec4e749,,,"Accessibility|Car|Economic development",eng,"David Metz","SDG 11: Sustainable Cities and Communities","Mobility and access needs, expectations, and costs"
provinceofquebec-465a5dabd67124216f214a20fd2976bd,"Organisation de l'aide et des services de soutien à domicile - Inventorier pour innover","Organization of home help and support services - Inventory to innovate",Publication,"Province of Québec",Canada,,"Public Sector",Government,"Regional or State Level Body|OVSEP|Mixed Roles|OVSEP|Public Service",2011-03-28,0,0,https://frq.gouv.qc.ca/app/uploads/2021/09/pc_vezinaa_rapport-2011_aide-services-domicile.pdf,https://app.overton.io/document.php?policy_document_id=provinceofquebec-465a5dabd67124216f214a20fd2976bd,,,"Ageing|Assistance|Best practice",eng,,"SDG 3: Good Health and Well-being","Organization of home care and support services"
